LATITUDE,LONGITUDE,PLACA_VEICULO
-23.49003252,-46.45286435,FAK4229
-23.74186161,-46.68846624,FEV0503
-23.48703209,-46.69514771,PKS7417
-23.52026331,-46.59341012,QOP4756
-23.61824522,-46.49209689,EQO0217
-23.57852365,-46.61154223,CJB4609
-23.51702012,-46.75028069,QNB3052
-23.4712271,-46.6299738,HNU1279
-23.55395484,-46.60805961,FOT7378
-23.59639105,-46.51491234,FIH2877
-23.59502712,-46.42891138,BOA9885
-23.50569176,-46.73414684,EZR0946
-23.57807284,-46.58073659,EGH7775
-23.6693019,-46.6505002,EQY1487
-23.4891693,-46.573709,NRG1099
-23.46831229,-46.658918,GCD7467
-23.50186588,-46.74121757,FQP3037
-23.72942168,-46.69154762,FPQ1305
-23.532165,-46.5446205,PWX5358
-23.5968895,-46.6182028,EPA7865
-23.40764473,-46.75375828,BLA8151
-23.6413626,-46.5949384,BBS0497
-23.48759024,-46.60848608,FCM0727
-23.44104791,-46.71687921,CAD2016
-23.640122,-46.6596109,DMK5032
-23.61492504,-46.68858108,EQB1323
-23.55228623,-46.56184469,FZV0683
-23.59214954,-46.59463813,PQH1894
-23.52573554,-46.73384992,BRT1714
-23.69758006,-46.748853,BZV4791
-23.49890083,-46.61963313,FCV3131
-23.62400123,-46.47935182,DYE9995
-23.6523818,-46.7176852,EEK9491
-23.60640297,-46.52998469,EIO5729
-23.54935713,-46.53384639,EHR0008
-23.57763273,-46.49112881,BRE0023
-23.499359,-46.6987506,EZB0825
-23.63465324,-46.58574858,DGA4787
-23.67351418,-46.78791666,DWK5516
-23.5395464,-46.52752583,HLH1985
-23.49933224,-46.7216985,CIC0731
-23.51606837,-46.46362771,CBB7899
-23.54137441,-46.44979722,FJV8904
-23.54137441,-46.44979722,GJM5492
-23.61480027,-46.45503234,CVJ8869
-23.74985727,-46.68965095,BPE5369
-23.58704299,-46.49833754,EWX5992
-23.7081981,-46.69824997,FAK8695
-23.59878762,-46.44977136,CSQ4774
-23.72940086,-46.68164678,HFI0843
-23.56668423,-46.46505771,BNW2415
-23.526525,-46.39763021,BOS0067
-23.75334874,-46.68569479,CWI5280
-23.6493363,-46.7481022,EAI6903
-23.58463479,-46.40157331,BTE3049
-23.45890004,-46.74046334,FMP2935
-23.56129707,-46.60152198,GZC2222
-23.5335176,-46.5425815,ENW0029
-23.55325684,-46.52754937,FAJ5779
-23.58225297,-46.60699584,BML9681
-23.56519484,-46.57884067,EXM8907
-23.47882352,-46.74269073,FUY9673
-23.47427079,-46.66777,FFJ2413
-23.5797296,-46.5942926,EMT2578
-23.5837552,-46.49792362,CNW5908
-23.52884077,-46.69184287,PXE0534
-23.51189088,-46.45358783,FAC4636
-23.61014261,-46.49226324,CGQ0352
-23.51946529,-46.70268525,CVJ4518
-23.56467267,-46.5398063,DCZ2157
-23.484116,-46.6454769,HIW1879
-23.51323102,-46.6573382,AVZ5390
-23.5073958,-46.7225301,EUF2942
-23.47528569,-46.58225426,FIK1298
-23.67837894,-46.7768968,CRQ4245
-23.54347991,-46.69150113,QPD2399
-23.5979195,-46.6288055,FJA5670
-23.53334585,-46.56688905,EJJ0714
-23.47445945,-46.58601973,GGO0850
-23.59421123,-46.48942772,OWM7789
-23.53908299,-46.43421341,OQV6479
-23.6003197,-46.5976133,DFM7819
-23.58016834,-46.70135316,EVL5051
-23.5013535,-46.7016839,EGS8766
-23.48887456,-46.46146825,OAI6029
-23.61422997,-46.6044787,EWU4140
-23.68337782,-46.79152514,CJZ0206
-23.4951656,-46.7485446,NZM8335
-23.56135132,-46.40737184,GMQ8513
-23.45139653,-46.67924793,QMU1885
-23.58140182,-46.55710401,CRG8297
-23.59582855,-46.6549851,CFU5119
-23.56328856,-46.51037783,FNI6595
-23.53868173,-46.43820186,COO2127
-23.46839017,-46.66790436,DNK6030
-23.55082587,-46.55553347,BCL5162
-23.60773053,-46.48705821,FBF2284
-23.48933122,-46.72081764,BNN6720
-23.44202023,-46.72705934,FSK8880
-23.62292509,-46.76427588,EAX4412
-23.59464953,-46.58005132,EGY1385
-23.5229021,-46.38611597,JMP0259
-23.68133611,-46.64428733,DOC0288
-23.54378498,-46.52943379,MOQ5411
-23.6720566,-46.7014264,HMI7176
-23.48414055,-46.42016826,ELS2820
-23.5130732,-46.4269486,AIV7130
-23.61123125,-46.47139873,FBM9392
-23.53621983,-46.6321002,FKU2915
-23.59268884,-46.48758633,PDN6449
-23.57815327,-46.603057,CPH2269
-23.55275276,-46.5231581,ECX4170
-23.55019745,-46.54189538,EML1836
-23.72820911,-46.6827329,DSZ1609
-23.53803975,-46.71725162,FYJ7668
-23.5297613,-46.7253608,ETQ2108
-23.6303479,-46.6109247,EGO5401
-23.5540034,-46.5462598,PWJ7051
-23.6186376,-46.51011154,BUZ1099
-23.5661323,-46.467552,CKM2878
-23.52453096,-46.39613734,DPR7872
-23.62881872,-46.61356667,EEW2000
-23.55011084,-46.48708393,EBK7737
-23.44695418,-46.72210824,HBY0877
-23.55172831,-46.54267635,FSP2867
-23.59131899,-46.68648194,DPP4753
-23.5730251,-46.5309581,FME6013
-23.52429533,-46.6253009,PVV2609
-23.61474038,-46.50192823,QQO7887
-23.60307975,-46.48967378,CEI0875
-23.55601873,-46.69491032,FLW1785
-23.49971491,-46.60696817,FWH8344
-23.60597587,-46.5198997,FVF3741
-23.53937964,-46.65960367,FVI5589
-23.6052779,-46.5224702,AWO1387
-23.57320204,-46.60788653,QAM2175
-23.5495093,-46.5426137,EZK0563
-23.4787711,-46.58195857,FIN0629
-23.61228607,-46.48553821,FFA8137
-23.50709848,-46.48025109,GHX3036
-23.58286297,-46.55059403,DTT9898
-23.56701234,-46.43347605,GPI9515
-23.45577446,-46.74132847,ADD0232
-23.6071182,-46.7126721,CGV7800
-23.6072697,-46.7135816,ETS4374
-23.7099941,-46.6522287,DRQ4595
-23.54173583,-46.44676123,EJF1413
-23.60642247,-46.47182473,BST9858
-23.4344075,-46.7385411,APX1479
-23.52764758,-46.45387087,PZW1408
-23.51003902,-46.53629525,DGZ2114
-23.61385312,-46.71402464,BXD0794
-23.63926953,-46.76112057,CXN6227
-23.54184952,-46.45336382,OPU5792
-23.52350337,-46.42303709,DJM5300
-23.54120622,-46.6882771,FWZ7814
-23.57939991,-46.48200526,OWM5125
-23.73947078,-46.69853189,CRV3957
-23.47272756,-46.58360964,DRA8001
-23.61772044,-46.66317582,PZO3821
-23.61385312,-46.71402464,GGT5373
-23.49047372,-46.73758816,CML3079
-23.51024505,-46.41382897,HMI6405
-23.57309464,-46.58704634,GEB3693
-23.56096345,-46.52076884,FLN8377
-23.60235146,-46.71185401,FCF8357
-23.58571701,-46.60710629,BKU8565
-23.58650158,-46.5352525,EXB1327
-23.59713235,-46.54026027,DIR8009
-23.5222928,-46.6256312,FCZ3013
-23.5143753,-46.58516375,FLZ3497
-23.54381385,-46.70395052,QTL2375
-23.58040408,-46.51721174,QPY3864
-23.51679647,-46.54277454,PZT2551
-23.61480584,-46.59153987,BOM2844
-23.5507242,-46.55711151,DRL4262
-23.59720846,-46.60435999,ERK9751
-23.40112701,-46.74142152,FUP2098
-23.6061632,-46.55230729,QPU2652
-23.55895451,-46.46159528,FHJ6494
-23.60160445,-46.54668842,QUT0027
-23.4475579,-46.7337269,BMC1325
-23.4998319,-46.5130595,FGX0850
-23.47903602,-46.60482477,FXE7994
-23.50376908,-46.41334536,EIY9959
-23.69044411,-46.71200021,GRO8583
-23.55679905,-46.56973623,FYS0934
-23.55684456,-46.43095628,FEY1567
-23.52947992,-46.5032786,GAC1827
-23.520705,-46.5273707,FUX2260
-23.58607323,-46.54566109,EUZ4918
-23.57016798,-46.53290559,FKE6601
-23.5915399,-46.5502645,FUT5943
-23.5584956,-46.6938817,BGM1938
-23.87168207,-46.77185329,HGJ6680
-23.65736253,-46.73535446,HMF7123
-23.51157066,-46.45673862,CDN5041
-23.45381501,-46.67536647,CDZ6207
-23.54621081,-46.41067425,EEG9811
-23.63463098,-46.60169125,DRI7041
-23.63924002,-46.60089911,OYO1608
-23.6168813,-46.4564754,GBU4437
-23.54542574,-46.56519639,EYJ3683
-23.56643497,-46.53625701,CDQ6534
-23.70399529,-46.62857345,FDZ4560
-23.60064183,-46.60713881,BPL8243
-23.43485,-46.791095,FMP7006
-23.49781748,-46.40051053,DAK4704
-23.59870072,-46.58040835,GJO1340
-23.50829805,-46.57537491,PZS1357
-23.52305119,-46.73432114,CJP2693
-23.53246028,-46.54462501,GDT7092
-23.72904222,-46.71141601,LCS6941
-23.5349147,-46.5627655,BUO5486
-23.6005204,-46.644041,EWX9207
-23.5776071,-46.602417,FIG7144
-23.51646934,-46.62505274,QUF3872
-23.531489,-46.5420833,FYN7212
-23.6658846,-46.6352602,DRP2081
-23.6423751,-46.4453458,EUF0383
-23.57048937,-46.54303487,PZU5384
-23.52411855,-46.54453984,EXX1636
-23.58295354,-46.58002867,FZH4527
-23.5346479,-46.6889037,FCW1638
-23.50372923,-46.62362818,DCD8306
-23.54247328,-46.68258773,FYK8746
-23.62299653,-46.59436264,FCS7957
-23.54311499,-46.61248643,EBB2055
-23.6672953,-46.6562561,EEL8085
-23.60446296,-46.79387826,FCD4254
-23.50665153,-46.5897274,PZD1971
-23.48632631,-46.69277192,FQI0921
-23.48050702,-46.61969247,BFK0570
-23.50553391,-46.46894556,EUT1520
-23.56130992,-46.59134782,KZG2078
-23.55330406,-46.4567296,OOZ6067
-23.59849842,-46.63164101,FIZ3056
-23.52909924,-46.73902687,CVS7226
-23.52364696,-46.70832728,PZT3249
-23.62306703,-46.6803399,ANP7673
-23.62306703,-46.6803399,ANY4707
-23.62306703,-46.6803399,AQK6129
-23.62306703,-46.6803399,CRJ4382
-23.62306703,-46.6803399,DGB3929
-23.62306703,-46.6803399,DIR8126
-23.62306703,-46.6803399,DPS8707
-23.62306703,-46.6803399,EMD0203
-23.60307727,-46.78368026,OXH9876
-23.43753368,-46.75147158,CKM8728
-23.60367255,-46.62288978,FPS3787
-23.53133988,-46.44691,EMQ3215
-23.53175589,-46.71715434,GGH9866
-23.52720418,-46.61927844,LNW2394
-23.53565751,-46.44376132,PZM0284
-23.58314226,-46.63962965,EZC2665
-23.58695127,-46.5495104,FUL1656
-23.5392102,-46.6990967,GJA0313
-23.46460428,-46.59846251,QMT8018
-23.56245986,-46.56404289,FUS5622
-23.54879369,-46.60423281,FAR3522
-23.55597269,-46.52439875,FHZ1229
-23.70966787,-46.70027125,FCO7596
-23.5296644,-46.5689315,FYE9707
-23.54484658,-46.54326213,FZI9692
-23.56970899,-46.60659601,FIA7708
-23.61447563,-46.50010043,BHG3784
-23.6053498,-46.7378935,FKO6361
-23.61955767,-46.50707898,CFK6763
-23.603848,-46.6186,FTY6029
-23.48515294,-46.48723062,FVU4208
-23.59031821,-46.58194626,BEX0373
-23.73270718,-46.79738426,FAT9869
-23.46905944,-46.57702072,BNI0367
-23.5942044,-46.54855972,DTT3690
-23.52591227,-46.61281051,FXK4264
-23.5272697,-46.6896947,FEZ1061
-23.51813608,-46.59096941,DLA8540
-23.49759216,-46.58605665,GAM1859
-23.68214896,-46.67724245,FXA1456
-23.59767686,-46.48466517,CEU1605
-23.45236745,-46.57986222,GJD3064
-23.53177869,-46.61741499,LOT5563
-23.5766493,-46.6245863,EYI2712
-23.52703536,-46.4698993,CXV4307
-23.62568044,-46.58684166,DMW8519
-23.52734174,-46.63068778,EZA9069
-23.549,-46.69048158,GGE7417
-23.50603934,-46.50716293,AAG4308
-23.480494,-46.6102264,EYK2839
-23.54725717,-46.44529829,EQA6149
-23.59388128,-46.64357984,GBX3204
-23.59961716,-46.52187537,FKE5166
-23.51301377,-46.58230683,FQA4448
-23.5356399,-46.5723928,HIP2584
-23.59569689,-46.48677728,EIW6348
-23.54140726,-46.44592005,FNV0024
-23.52962717,-46.50304615,EQZ3697
-23.45325926,-46.7424627,BTP3270
-23.60143665,-46.54519897,EXY4679
-23.5287183,-46.53017279,DYH6853
-23.58499535,-46.73651728,EQX7407
-23.5310151,-46.5031391,ELM6261
-23.5315867,-46.542114,GGC3760
-23.49248111,-46.6215095,EUY7658
-23.60125759,-46.61058494,GAP8920
-23.59051399,-46.77346373,FIQ0079
-23.57745682,-46.49206175,DIG9246
-23.5745719,-46.6242795,FGB8071
-23.57311954,-46.53010717,DEN7439
-23.5901801,-46.5994684,GHK3106
-23.5093136,-46.6103256,ISZ5957
-23.58756816,-46.560755,BAJ0490
-23.6054425,-46.6341214,PZM1220
-23.6531324,-46.6117382,AKR0166
-23.51587493,-46.5915734,DJA0209
-23.43754632,-46.57165109,GFS6336
-23.5541641,-46.5981186,DAN7147
-23.5708411,-46.5622074,PVA9678
-23.4673127,-46.6082796,GCM1068
-23.5488678,-46.4940909,FHY5411
-23.54038876,-46.60486742,CAJ1490
-23.49886908,-46.63197549,ELJ0756
-23.59434466,-46.56123645,GEC9679
-23.6142089,-46.618276,FJZ9808
-23.59326672,-46.58338852,CFI8711
-23.63345986,-46.61940785,BNW1217
-23.48869652,-46.73364859,CYE0025
-23.48581071,-46.47393301,BJL6843
-23.5355366,-46.68737088,PZS9158
-23.57982432,-46.57593509,QPP6888
-23.58316958,-46.61104474,FVW4203
-23.59479798,-46.4408929,EPZ6267
-23.62804904,-46.46208961,BFI3799
-23.49395091,-46.41812465,FLK5849
-23.52371837,-46.53052688,EYI3255
-23.49446635,-46.48756469,GKT3202
-23.54614881,-46.53184407,HNG6908
-23.55101595,-46.56504956,EFX5719
-23.53740699,-46.57708358,EQT2973
-23.49208174,-46.59688953,FLK8785
-23.53573893,-46.64784348,CKQ1956
-23.54624845,-46.43333201,EJH9275
-23.48235976,-46.58316761,OFZ4572
-23.74090101,-46.66077788,FGY3169
-23.59249731,-46.5121842,CHI5522
-23.5307873,-46.5921671,FME9694
-23.55203215,-46.52729447,FGM5496
-23.6108172,-46.7248095,PYJ9964
-23.6008481,-46.5745547,JXU0872
-23.55287939,-46.46969369,FDZ8166
-23.55074102,-46.59003918,AYB1075
-23.60259537,-46.53053253,FAC3851
-23.65807225,-46.73246485,GLM1864
-23.56536262,-46.56285079,FZW7279
-23.63473313,-46.47326935,FGR8239
-23.50839218,-46.58014191,PVF0658
-23.45718108,-46.73248359,EUD3673
-23.5848593,-46.6347,PZL2632
-23.51775364,-46.48134243,FJP6301
-23.47501829,-46.57016752,OQK4188
-23.60028633,-46.64426215,FVT2771
-23.6004865,-46.61440146,FSY2258
-23.5953194,-46.48608488,GKG0592
-23.52170378,-46.53296357,FAJ9626
-23.50099983,-46.63728778,FUR9785
-23.53619429,-46.56467388,FFJ1869
-23.57110087,-46.50832393,QPH1400
-23.51685057,-46.70507544,FAT1953
-23.60122841,-46.60158033,FHE8123
-23.6369961,-46.75671993,EVI7569
-23.61408556,-46.50715192,CRE6449
-23.5418361,-46.65101525,FEU3187
-23.50671832,-46.66892782,FAE8065
-23.57941834,-46.5710487,EMP9540
-23.49316314,-46.65604334,EHH3363
-23.58681404,-46.72231466,FJP2058
-23.6401854,-46.7179934,EJI2623
-23.5349642,-46.71064468,ETU1198
-23.53733631,-46.57180298,FRC9636
-23.55915067,-46.44880792,DWR3599
-23.55915067,-46.44880792,EDF5156
-23.55915067,-46.44880792,FEQ7723
-23.55915067,-46.44880792,FXC6328
-23.5293736,-46.6490463,FPB0297
-23.49938726,-46.47229885,QQC4268
-23.49249425,-46.65884769,FDQ3955
-23.5392633,-46.5808918,FFU8128
-23.5446365,-46.6893992,EBY2482
-23.5312915,-46.5441289,BME5241
-23.59561129,-46.52051484,CPA1327
-23.5933908,-46.590808,DWT2884
-23.56204861,-46.57262565,FUD5722
-23.4797464,-46.6009043,ELI9274
-23.61650763,-46.64352156,EMC0106
-23.58306132,-46.54652074,DUT1076
-23.5097572,-46.4968043,EEL8475
-23.49413168,-46.39963223,FEW4790
-23.55071982,-46.71801351,OPD7481
-23.60360851,-46.61290273,PWY6568
-23.68631679,-46.77207593,CCO7906
-23.57397941,-46.58059026,GEZ9901
-23.57457446,-46.62396456,FYR1154
-23.46833462,-46.5807777,CEX3278
-23.50002058,-46.50782387,FOQ9888
-23.6663222,-46.6935285,FNI2328
-23.52810389,-46.56616146,FJZ9986
-23.47638988,-46.61163965,QPD8069
-23.51123091,-46.38860371,CIU3606
-23.51401159,-46.61093158,FJT6746
-23.53502402,-46.67434953,FWK4205
-23.5150738,-46.6113704,FAN9488
-23.55040731,-46.46180404,FGB6354
-23.63059939,-46.46732459,DOG3346
-23.6856759,-46.6631498,CEX4055
-23.5284856,-46.696933,FLA3210
-23.56477488,-46.5141331,FAP8219
-23.51595325,-46.61133887,EEM9603
-23.48428381,-46.59140998,BME0369
-23.48746184,-46.47183366,DBX4233
-23.5970726,-46.6466993,GJB8599
-23.54774474,-46.74604631,QUA5203
-23.51030425,-46.60400155,DQO2879
-23.48360442,-46.74728608,FAX3947
-23.55299291,-46.54208636,FXQ4946
-23.57731162,-46.60726238,GKA2146
-23.56039929,-46.52174713,EBJ0546
-23.5527834,-46.527023,FGE1162
-23.48955074,-46.74955419,FNL3614
-23.58023103,-46.63787281,FIW2517
-23.53051379,-46.5707873,PXL7888
-23.5960748,-46.5563053,EUO8803
-23.62239377,-46.47269649,CPX1396
-23.57316652,-46.54498605,DKX2667
-23.48639029,-46.60399586,AXU8411
-23.55064611,-46.54818157,OQT9686
-23.65036822,-46.75601539,CHV7660
-23.68818729,-46.63786599,QUM4599
-23.50951433,-46.52721334,AWU8347
-23.57510423,-46.6395863,PVA3454
-23.52306967,-46.54313725,PZQ8736
-23.58733963,-46.7701965,HTJ3978
-23.51904175,-46.7078811,EBZ6074
-23.48491945,-46.69387717,NBK1171
-23.52978585,-46.68237208,JQK9017
-23.55502315,-46.46448909,CDQ8971
-23.58583889,-46.60808018,FPP1173
-23.50621526,-46.74868868,FTH4695
-23.70920107,-46.70038066,ELF0189
-23.58091964,-46.53504838,FXW3845
-23.59619795,-46.5377385,FJR4338
-23.54762548,-46.43594349,QPS3802
-23.5433685,-46.68850307,FWF9013
-23.67803263,-46.69167075,PXN9583
-23.43302328,-46.72103309,EEZ0148
-23.51535447,-46.58878055,EBU8980
-23.58919252,-46.60321928,FWE2621
-23.61798536,-46.63220507,ENE1625
-23.59308674,-46.59166965,FWX8546
-23.53519304,-46.45369722,FCA3870
-23.68606379,-46.64810757,JEU7153
-23.482398,-46.727459,FKI7578
-23.5555694,-46.46355233,CLH6849
-23.60041312,-46.60405607,FJY9493
-23.5520724,-46.59985693,BEC0322
-23.58407751,-46.52904884,CFW6210
-23.71609482,-46.6261135,CSW6791
-23.53619429,-46.56467388,FCH5728
-23.60599678,-46.71248039,GBS1056
-23.48102252,-46.68732075,EBH7393
-23.55012739,-46.57217592,PXQ9304
-23.60041312,-46.60405607,PSQ2081
-23.47987359,-46.60672959,GFA7786
-23.6050497,-46.63790978,GCI6658
-23.5118029,-46.6240689,EYC9628
-23.5929468,-46.5906848,GCY3524
-23.50671832,-46.66892782,HGP4705
-23.48686533,-46.47759432,FDV7655
-23.5678012,-46.6957952,FSF0324
-23.60684497,-46.51121239,FGJ3146
-23.6069188,-46.4775212,DYI6284
-23.6032124,-46.649018,BCZ0029
-23.50277391,-46.76181908,ENT7664
-23.5696207,-46.6336626,FNU6372
-23.52245401,-46.66885726,FTS8518
-23.5838805,-46.52027208,EZN5612
-23.48440863,-46.59812419,QUQ4433
-23.5967867,-46.4546466,EYK2746
-23.597191,-46.514125,GIR4055
-23.4943949,-46.4034098,CAF8470
-23.50671832,-46.66892782,ENR3698
-23.67162823,-46.68288043,FAM0481
-23.7399157,-46.6965365,ARK6695
-23.5699782,-46.6385393,PXO7706
-23.60040707,-46.61322789,GHG4720
-23.62456096,-46.68216942,PVG2230
-23.5374955,-46.57148223,GGJ0263
-23.52268627,-46.59622938,HFE6830
-23.6188165,-46.51043805,FOA9688
-23.5338433,-46.6920027,FQJ5852
-23.55747177,-46.52394337,OWJ5735
-23.52293819,-46.62525984,FIJ9502
-23.49816768,-46.64126737,GAM0044
-23.65803742,-46.78963198,DYA4689
-23.55550945,-46.4636538,LYQ6735
-23.56049988,-46.48417595,QNN4776
-23.55349585,-46.58403349,ELJ8193
-23.58344737,-46.53713923,FJO5104
-23.61979798,-46.59376361,FPI9692
-23.530818,-46.5012312,CFY6335
-23.52940581,-46.53008018,QQS4381
-23.4735433,-46.6862076,DQV5207
-23.52020927,-46.72004857,QPH4577
-23.54995849,-46.69508824,FDI0184
-23.56171315,-46.57345821,FWK3767
-23.54036992,-46.49380019,FAD6761
-23.51086788,-46.60797594,FEY7457
-23.49046157,-46.64304781,LLZ1559
-23.48148494,-46.58263036,FJL6665
-23.5560297,-46.553269,HOI2820
-23.57140238,-46.40007101,KIA9093
-23.62221456,-46.49108177,FOA6919
-23.49876024,-46.45339832,EZG0508
-23.54733202,-46.49927707,FQJ6076
-23.60588094,-46.4786747,ELC8250
-23.47828741,-46.57435667,QQT2186
-23.54508712,-46.48616638,FFS5022
-23.58516454,-46.49464929,EUY9231
-23.51811239,-46.52174268,FFG8137
-23.54105818,-46.51136414,EXR6915
-23.53367823,-46.54532082,BGF6386
-23.6003708,-46.57688551,PYZ3206
-23.59482439,-46.48460062,GAM5168
-23.7096266,-46.69990471,CIG7494
-23.44805364,-46.71549217,EUX7131
-23.72014795,-46.77185752,DRD1684
-23.57456289,-46.73090326,PSP2498
-23.60221095,-46.51751345,EUY4431
-23.50612284,-46.71434075,EUK6470
-23.60458909,-46.52930025,FFP7922
-23.67239889,-46.76549724,BPU0796
-23.59927607,-46.61226433,PZZ9158
-23.44794872,-46.72982301,CIC0674
-23.72210425,-46.69305759,AOT0520
-23.51693925,-46.59276455,PTB3267
-23.55826726,-46.65541779,ETY8009
-23.64737054,-46.65488937,PXV1346
-23.53126971,-46.44376936,FUS4026
-23.62267223,-46.4950269,FNS8617
-23.48664616,-46.57320743,KWE5137
-23.6485011,-46.7092865,BDE0990
-23.5937573,-46.5786221,FJV3053
-23.59154747,-46.48750391,OTN5195
-23.61059025,-46.47350762,BGQ5618
-23.54109288,-46.57159386,GGX1680
-23.49409685,-46.49554492,FAR5903
-23.47084723,-46.66494909,ELC1886
-23.55699571,-46.43191552,DKV4727
-23.53188241,-46.56559971,ENA4990
-23.5462266,-46.5402889,EZV3474
-23.47580874,-46.57328665,FAQ0108
-23.61297192,-46.45261905,HZU1307
-23.5204055,-46.3888737,DEW8428
-23.50709975,-46.51321124,EPZ7799
-23.4794737,-46.56887533,EJF1653
-23.49781065,-46.38141879,CEI4554
-23.452898,-46.7494624,DZI8497
-23.49103355,-46.599683,PXF0189
-23.62043433,-46.75670112,CWH8676
-23.516142,-46.7044667,LOD1637
-23.64793488,-46.71263877,EYQ1438
-23.4756146,-46.69677,DKS9106
-23.60374862,-46.39762118,EGV5712
-23.74038494,-46.6875287,QNU4136
-23.72823474,-46.68135421,DSY7988
-23.5904218,-46.5310156,DVK0641
-23.5837741,-46.4782357,DJD7654
-23.4907373,-46.6986157,CCS8882
-23.57021054,-46.45945101,CMF1867
-23.50482474,-46.51089119,FHZ4887
-23.53337983,-46.7072435,EJG4225
-23.55312169,-46.4627205,ENQ8727
-23.57939991,-46.48200526,BGT4534
-23.43708729,-46.5765077,DLL3313
-23.57665026,-46.48161442,PZR4652
-23.55767731,-46.46820341,FDG6642
-23.58125151,-46.56640675,FJN4576
-23.5439798,-46.5724401,AQP0113
-23.57191314,-46.71297283,FAA2997
-23.54078787,-46.62966537,EZV7497
-23.543047,-46.5023972,FUZ6321
-23.6635008,-46.68849928,FCZ7770
-23.595482,-46.5567871,GEH2464
-23.5642503,-46.5476782,GIX9634
-23.53736518,-46.68195647,HQL0494
-23.52764962,-46.46853052,COD2464
-23.57885338,-46.38843642,CBQ1889
-23.57994028,-46.65552304,PVO1837
-23.5056899,-46.502657,JSK5937
-23.55246388,-46.54996369,PYS4659
-23.55022415,-46.44505958,CLR8523
-23.56654941,-46.46551441,FEW3216
-23.54129781,-46.48549214,FBW2268
-23.57666754,-46.54056395,PYJ8298
-23.5055987,-46.41412265,DCC0095
-23.5604878,-46.55814295,GAR7363
-23.57043053,-46.50901449,ETO7918
-23.5982533,-46.5813337,GER6718
-23.51699833,-46.75075642,DQG9856
-23.5867411,-46.6732882,CRS2676
-23.47663074,-46.62652227,EAZ8905
-23.5921505,-46.5884878,EPW1996
-23.58579006,-46.60756366,CMG5853
-23.51032153,-46.39835654,CQT8899
-23.57533418,-46.55195882,QOD0504
-23.49092988,-46.60469949,FOX4608
-23.55268389,-46.54152929,EMK9887
-23.57690916,-46.63556054,FZH3534
-23.65262945,-46.61175077,DZH4318
-23.572456,-46.743037,ELH1912
-23.54517129,-46.55357618,OWX8668
-23.57352102,-46.49839914,FIH6652
-23.51630515,-46.47816562,CAJ9251
-23.4849602,-46.74094912,DAQ8795
-23.49242396,-46.50578565,CFR6567
-23.47908302,-46.72717489,BLL5645
-23.57249115,-46.73012764,GDK7107
-23.52236143,-46.40466655,BRE4138
-23.60141301,-46.67683772,DRP0557
-23.54762823,-46.6446576,QQY5096
-23.52621262,-46.39732373,BGO8000
-23.55212361,-46.71972689,FGE4607
-23.622353,-46.59201768,BCD5705
-23.48485963,-46.75193004,FFJ9392
-23.61166495,-46.67816632,QPK5004
-23.5303649,-46.583733,QPQ6588
-23.6033245,-46.55174754,EPP5333
-23.49378234,-46.44641763,DDB3340
-23.54990549,-46.53062114,QQD5297
-23.61790562,-46.49302407,MPB1968
-23.56100695,-46.75260666,EBZ5255
-23.62563415,-46.46262515,CYD2264
-23.54097527,-46.54270402,CEM9710
-23.58027308,-46.50197419,PYW0437
-23.6455479,-46.6980224,EMK8347
-23.4940398,-46.4206875,BNC2535
-23.48956,-46.6110324,HJM4568
-23.61159292,-46.50134514,BFA4312
-23.57972381,-46.58452473,CGX3976
-23.53326499,-46.54321503,FIK7155
-23.54398824,-46.6886169,FXC5863
-23.5666729,-46.4649447,ADG6060
-23.55426,-46.695479,GBN5884
-23.60203864,-46.47188828,GHG1215
-23.4804716,-46.6079856,HMI3553
-23.557925,-46.56827057,PXA2937
-23.52871483,-46.61563985,QNB7228
-23.59207559,-46.59176279,PAC1598
-23.68119076,-46.70563842,EPI9136
-23.54751284,-46.4359435,DJG1287
-23.52356228,-46.55802529,AKD3222
-23.57773362,-46.7817953,CIR3716
-23.62422128,-46.62874135,EZA4844
-23.52533279,-46.53198238,FFV5292
-23.4984431,-46.7512874,FOV7814
-23.55136773,-46.57299314,ELY8576
-23.53702792,-46.58380633,DWE0144
-23.4896744,-46.6108545,FUW4805
-23.6401854,-46.7179934,FVQ6922
-23.62827067,-46.66273168,FHY7294
-23.50244931,-46.37665029,BRD2741
-23.65296773,-46.75885219,HDO6365
-23.58571701,-46.60710629,GAG2225
-23.48586656,-46.60059853,CZO6315
-23.6079087,-46.5959063,EFU0155
-23.49916103,-46.40534898,BNF7367
-23.58648086,-46.62691391,FNL6758
-23.60114484,-46.46152962,FYE6150
-23.58585392,-46.60823911,EVD7745
-23.58556773,-46.60514259,EEI3356
-23.60141211,-46.62262969,ETP7692
-23.52675547,-46.53436148,FFF2393
-23.44306277,-46.73853713,CHT3684
-23.4480654,-46.5987313,EBM9355
-23.5520156,-46.6435011,CYL4579
-23.62241495,-46.73904762,FEJ4208
-23.71569168,-46.71058039,EQI3655
-23.5707058,-46.5724368,EZM9691
-23.494673,-46.50153564,GJG0816
-23.58226432,-46.57946027,BUK3401
-23.58267886,-46.56116241,BOA5351
-23.55539722,-46.69193885,EFB8352
-23.53362289,-46.75908385,CQI3757
-23.51105647,-46.52700441,PXU8973
-23.60438993,-46.49962345,EUK4536
-23.6012943,-46.61058179,FIK6625
-23.50488618,-46.48703736,FFR9852
-23.76406545,-46.66908803,CCL5156
